"Time (UTCG)","x (km)","y (km)","z (km)"
25 Jul 2022 18:16:20.000,819.807063,1380.832907,-785.412905
25 Jul 2022 18:16:30.000,810.888190,1391.269276,-776.213511
25 Jul 2022 18:16:40.000,801.900335,1401.586753,-766.947480
25 Jul 2022 18:16:50.000,792.844260,1411.784461,-757.615607
25 Jul 2022 18:17:00.000,783.720735,1421.861531,-748.218687
25 Jul 2022 18:17:10.000,774.530537,1431.817102,-738.757525
25 Jul 2022 18:17:20.000,765.274447,1441.650322,-729.232932
25 Jul 2022 18:17:30.000,755.953254,1451.360351,-719.645722
25 Jul 2022 18:17:40.000,746.567753,1460.946358,-709.996717
25 Jul 2022 18:17:50.000,737.118744,1470.407523,-700.286746
25 Jul 2022 18:18:00.000,727.607035,1479.743037,-690.516644
25 Jul 2022 18:18:10.000,718.033438,1488.952106,-680.687249
25 Jul 2022 18:18:20.000,708.398770,1498.033943,-670.799407
25 Jul 2022 18:18:30.000,698.703853,1506.987779,-660.853967
25 Jul 2022 18:18:40.000,688.949512,1515.812851,-650.851784
25 Jul 2022 18:18:50.000,679.136579,1524.508412,-640.793715
25 Jul 2022 18:19:00.000,669.265885,1533.073723,-630.680621
25 Jul 2022 18:19:10.000,659.338268,1541.508057,-620.513370
25 Jul 2022 18:19:20.000,649.354570,1549.810697,-610.292829
25 Jul 2022 18:19:30.000,639.315635,1557.980935,-600.019873
25 Jul 2022 18:19:40.000,629.222313,1566.018072,-589.695379
25 Jul 2022 18:19:50.000,619.075459,1573.921421,-579.320230
25 Jul 2022 18:20:00.000,608.875930,1581.690303,-568.895312
25 Jul 2022 18:20:10.000,598.624591,1589.324051,-558.421517
25 Jul 2022 18:20:20.000,588.322312,1596.822007,-547.899743
25 Jul 2022 18:20:30.000,577.969966,1604.183524,-537.330891
25 Jul 2022 18:20:40.000,567.568434,1611.407970,-526.715869
25 Jul 2022 18:20:50.000,557.118598,1618.494722,-516.055590
25 Jul 2022 18:21:00.000,546.621349,1625.443171,-505.350969
25 Jul 2022 18:21:10.000,536.077580,1632.252720,-494.602929
25 Jul 2022 18:21:20.000,525.488187,1638.922784,-483.812394
25 Jul 2022 18:21:30.000,514.854073,1645.452794,-472.980293
25 Jul 2022 18:21:40.000,504.176141,1651.842190,-462.107558
25 Jul 2022 18:21:50.000,493.455302,1658.090426,-451.195123
25 Jul 2022 18:22:00.000,482.692467,1664.196968,-440.243927
25 Jul 2022 18:22:10.000,471.888552,1670.161295,-429.254911
25 Jul 2022 18:22:20.000,461.044477,1675.982898,-418.229016
25 Jul 2022 18:22:30.000,450.161165,1681.661278,-407.167191
25 Jul 2022 18:22:40.000,439.239542,1687.195949,-396.070382
25 Jul 2022 18:22:50.000,428.280539,1692.586439,-384.939542
25 Jul 2022 18:23:00.000,417.285088,1697.832286,-373.775625
25 Jul 2022 18:23:10.000,406.254127,1702.933041,-362.579590
25 Jul 2022 18:23:20.000,395.188595,1707.888266,-351.352396
25 Jul 2022 18:23:30.000,384.089434,1712.697539,-340.095008
25 Jul 2022 18:23:40.000,372.957589,1717.360447,-328.808394
25 Jul 2022 18:23:50.000,361.794009,1721.876593,-317.493523
25 Jul 2022 18:24:00.000,350.599642,1726.245589,-306.151368
25 Jul 2022 18:24:10.000,339.375442,1730.467064,-294.782906
25 Jul 2022 18:24:20.000,328.122364,1734.540656,-283.389115
25 Jul 2022 18:24:30.000,316.841365,1738.466020,-271.970975
25 Jul 2022 18:24:40.000,305.533405,1742.242819,-260.529468
25 Jul 2022 18:24:50.000,294.199446,1745.870732,-249.065580
25 Jul 2022 18:25:00.000,282.840453,1749.349449,-237.580294
25 Jul 2022 18:25:10.000,271.457394,1752.678675,-226.074600
25 Jul 2022 18:25:20.000,260.051237,1755.858124,-214.549484
25 Jul 2022 18:25:30.000,248.622956,1758.887527,-203.005936
25 Jul 2022 18:25:40.000,237.173524,1761.766623,-191.444947
25 Jul 2022 18:25:50.000,225.703916,1764.495168,-179.867510
25 Jul 2022 18:26:00.000,214.215110,1767.072928,-168.274617
25 Jul 2022 18:26:10.000,202.708085,1769.499683,-156.667263
25 Jul 2022 18:26:20.000,191.183820,1771.775226,-145.046444
25 Jul 2022 18:26:30.000,179.643295,1773.899364,-133.413157
25 Jul 2022 18:26:40.000,168.087494,1775.871914,-121.768402
25 Jul 2022 18:26:50.000,156.517397,1777.692708,-110.113177
25 Jul 2022 18:27:00.000,144.933989,1779.361591,-98.448483
25 Jul 2022 18:27:10.000,133.338254,1780.878418,-86.775323
25 Jul 2022 18:27:20.000,121.731176,1782.243061,-75.094699
25 Jul 2022 18:27:30.000,110.113743,1783.455400,-63.407616
25 Jul 2022 18:27:40.000,98.486941,1784.515333,-51.715077
25 Jul 2022 18:27:50.000,86.851760,1785.422767,-40.018088
25 Jul 2022 18:28:00.000,75.209189,1786.177622,-28.317654
25 Jul 2022 18:28:10.000,63.560220,1786.779835,-16.614783
25 Jul 2022 18:28:20.000,51.905843,1787.229351,-4.910481
25 Jul 2022 18:28:30.000,40.247052,1787.526134,6.794244
25 Jul 2022 18:28:40.000,28.584839,1787.670156,18.498385
25 Jul 2022 18:28:50.000,16.920196,1787.661407,30.200934
25 Jul 2022 18:29:00.000,5.254116,1787.499888,41.900883
25 Jul 2022 18:29:10.000,-6.412410,1787.185615,53.597224
25 Jul 2022 18:29:20.000,-18.078391,1786.718616,65.288950
25 Jul 2022 18:29:30.000,-29.742836,1786.098932,76.975053
25 Jul 2022 18:29:40.000,-41.404757,1785.326619,88.654526
25 Jul 2022 18:29:50.000,-53.063164,1784.401745,100.326364
25 Jul 2022 18:30:00.000,-64.717069,1783.324389,111.989562
25 Jul 2022 18:30:10.000,-76.365485,1782.094647,123.643116
25 Jul 2022 18:30:20.000,-88.007424,1780.712625,135.286022
25 Jul 2022 18:30:30.000,-99.641899,1779.178442,146.917279
25 Jul 2022 18:30:40.000,-111.267924,1777.492234,158.535887
25 Jul 2022 18:30:50.000,-122.884511,1775.654145,170.140847
25 Jul 2022 18:31:00.000,-134.490676,1773.664337,181.731161
25 Jul 2022 18:31:10.000,-146.085432,1771.522982,193.305835
25 Jul 2022 18:31:20.000,-157.667797,1769.230268,204.863876
25 Jul 2022 18:31:30.000,-169.236788,1766.786394,216.404293
25 Jul 2022 18:31:40.000,-180.791424,1764.191571,227.926096
25 Jul 2022 18:31:50.000,-192.330726,1761.446026,239.428301
25 Jul 2022 18:32:00.000,-203.853716,1758.549993,250.909921
25 Jul 2022 18:32:10.000,-215.359420,1755.503720,262.369976
25 Jul 2022 18:32:20.000,-226.846862,1752.307468,273.807484
25 Jul 2022 18:32:30.000,-238.315070,1748.961507,285.221468
25 Jul 2022 18:32:40.000,-249.763073,1745.466118,296.610949
25 Jul 2022 18:32:50.000,-261.189898,1741.821596,307.974953
25 Jul 2022 18:33:00.000,-272.594577,1738.028245,319.312506
25 Jul 2022 18:33:10.000,-283.976137,1734.086383,330.622634
25 Jul 2022 18:33:20.000,-295.333611,1729.996342,341.904366
25 Jul 2022 18:33:30.000,-306.666027,1725.758465,353.156734
25 Jul 2022 18:33:40.000,-317.972418,1721.373111,364.378770
25 Jul 2022 18:33:50.000,-329.251816,1716.840650,375.569509
25 Jul 2022 18:34:00.000,-340.503254,1712.161471,386.727990
25 Jul 2022 18:34:10.000,-351.725768,1707.335973,397.853254
25 Jul 2022 18:34:20.000,-362.918397,1702.364572,408.944347
25 Jul 2022 18:34:30.000,-374.080180,1697.247696,420.000318
25 Jul 2022 18:34:40.000,-385.210162,1691.985789,431.020221
25 Jul 2022 18:34:50.000,-396.307391,1686.579304,442.003112
25 Jul 2022 18:35:00.000,-407.370919,1681.028711,452.948054
25 Jul 2022 18:35:10.000,-418.399802,1675.334489,463.854110
25 Jul 2022 18:35:20.000,-429.393099,1669.497131,474.720350
25 Jul 2022 18:35:30.000,-440.349874,1663.517138,485.545845
25 Jul 2022 18:35:40.000,-451.269197,1657.395027,496.329670
25 Jul 2022 18:35:50.000,-462.150139,1651.131322,507.070902
25 Jul 2022 18:36:00.000,-472.991776,1644.726560,517.768622
25 Jul 2022 18:36:10.000,-483.793189,1638.181291,528.421911
25 Jul 2022 18:36:20.000,-494.553461,1631.496074,539.029856
25 Jul 2022 18:36:30.000,-505.271680,1624.671480,549.591544
25 Jul 2022 18:36:40.000,-515.946935,1617.708093,560.106067
25 Jul 2022 18:36:50.000,-526.578322,1610.606508,570.572521
25 Jul 2022 18:37:00.000,-537.164936,1603.367333,580.990003
25 Jul 2022 18:37:10.000,-547.705879,1595.991186,591.357618
25 Jul 2022 18:37:20.000,-558.200254,1588.478700,601.674475
25 Jul 2022 18:37:30.000,-568.647169,1580.830518,611.939685
25 Jul 2022 18:37:40.000,-579.045733,1573.047295,622.152368
25 Jul 2022 18:37:50.000,-589.395062,1565.129699,632.311647
25 Jul 2022 18:38:00.000,-599.694274,1557.078408,642.416652
25 Jul 2022 18:38:10.000,-609.942491,1548.894112,652.466518
25 Jul 2022 18:38:20.000,-620.138841,1540.577514,662.460384
25 Jul 2022 18:38:30.000,-630.282455,1532.129324,672.397397
25 Jul 2022 18:38:40.000,-640.372469,1523.550266,682.276707
25 Jul 2022 18:38:50.000,-650.408026,1514.841073,692.097469
25 Jul 2022 18:39:00.000,-660.388270,1506.002488,701.858844
25 Jul 2022 18:39:10.000,-670.312353,1497.035267,711.559996
25 Jul 2022 18:39:20.000,-680.179430,1487.940174,721.200094
25 Jul 2022 18:39:30.000,-689.988663,1478.717983,730.778312
25 Jul 2022 18:39:40.000,-699.739216,1469.369481,740.293828
25 Jul 2022 18:39:50.000,-709.430260,1459.895465,749.745825
25 Jul 2022 18:40:00.000,-719.060970,1450.296743,759.133490
25 Jul 2022 18:40:10.000,-728.630525,1440.574135,768.456017
25 Jul 2022 18:40:20.000,-738.138111,1430.728470,777.712603
25 Jul 2022 18:40:30.000,-747.582918,1420.760591,786.902453
25 Jul 2022 18:40:40.000,-756.964144,1410.671350,796.024777
25 Jul 2022 18:40:50.000,-766.280990,1400.461612,805.078792
25 Jul 2022 18:41:00.000,-775.532664,1390.132250,814.063719
25 Jul 2022 18:41:10.000,-784.718382,1379.684148,822.978790
25 Jul 2022 18:41:20.000,-793.837365,1369.118199,831.823238
25 Jul 2022 18:41:30.000,-802.888838,1358.435305,840.596305
25 Jul 2022 18:41:40.000,-811.872035,1347.636379,849.297240
25 Jul 2022 18:41:50.000,-820.786195,1336.722339,857.925296
25 Jul 2022 18:42:00.000,-829.630561,1325.694115,866.479732
25 Jul 2022 18:42:10.000,-838.404383,1314.552643,874.959811
25 Jul 2022 18:42:20.000,-847.106914,1303.298872,883.364804
25 Jul 2022 18:42:30.000,-855.737415,1291.933756,891.693986
25 Jul 2022 18:42:40.000,-864.295149,1280.458263,899.946637
25 Jul 2022 18:42:50.000,-872.779387,1268.873370,908.122046
25 Jul 2022 18:43:00.000,-881.189403,1257.180062,916.219503
25 Jul 2022 18:43:10.000,-889.524478,1245.379339,924.238311
25 Jul 2022 18:43:20.000,-897.783901,1233.472210,932.177775
25 Jul 2022 18:43:30.000,-905.966964,1221.459692,940.037212
25 Jul 2022 18:43:40.000,-914.072969,1209.342815,947.815943
25 Jul 2022 18:43:50.000,-922.101223,1197.122619,955.513302
25 Jul 2022 18:44:00.000,-930.051040,1184.800151,963.128626
25 Jul 2022 18:44:10.000,-937.921743,1172.376467,970.661265
25 Jul 2022 18:44:20.000,-945.712661,1159.852633,978.110575
25 Jul 2022 18:44:30.000,-953.423130,1147.229721,985.475921
25 Jul 2022 18:44:40.000,-961.052493,1134.508811,992.756673
25 Jul 2022 18:44:50.000,-968.600099,1121.690991,999.952213
25 Jul 2022 18:45:00.000,-976.065306,1108.777357,1007.061927
25 Jul 2022 18:45:10.000,-983.447477,1095.769012,1014.085208
25 Jul 2022 18:45:20.000,-990.745982,1082.667065,1021.021457
25 Jul 2022 18:45:30.000,-997.960198,1069.472636,1027.870081
25 Jul 2022 18:45:40.000,-1005.089508,1056.186851,1034.630495
25 Jul 2022 18:45:50.000,-1012.133305,1042.810846,1041.302119
25 Jul 2022 18:46:00.000,-1019.090987,1029.345762,1047.884382
25 Jul 2022 18:46:10.000,-1025.961960,1015.792750,1054.376719
25 Jul 2022 18:46:20.000,-1032.745637,1002.152971,1060.778575
25 Jul 2022 18:46:30.000,-1039.441442,988.427589,1067.089400
25 Jul 2022 18:46:40.000,-1046.048804,974.617778,1073.308654
25 Jul 2022 18:46:50.000,-1052.567159,960.724720,1079.435804
25 Jul 2022 18:47:00.000,-1058.995956,946.749603,1085.470326
25 Jul 2022 18:47:10.000,-1065.334646,932.693620,1091.411704
25 Jul 2022 18:47:20.000,-1071.582692,918.557973,1097.259429
25 Jul 2022 18:47:30.000,-1077.739563,904.343869,1103.013000
25 Jul 2022 18:47:40.000,-1083.804738,890.052521,1108.671926
25 Jul 2022 18:47:50.000,-1089.777701,875.685148,1114.235721
25 Jul 2022 18:48:00.000,-1095.657946,861.242977,1119.703907
25 Jul 2022 18:48:10.000,-1101.444975,846.727238,1125.076014
25 Jul 2022 18:48:20.000,-1107.138296,832.139169,1130.351580
25 Jul 2022 18:48:30.000,-1112.737428,817.480015,1135.530150
25 Jul 2022 18:48:40.000,-1118.241893,802.751025,1140.611276
25 Jul 2022 18:48:50.000,-1123.651226,787.953456,1145.594518
25 Jul 2022 18:49:00.000,-1128.964967,773.088569,1150.479447
25 Jul 2022 18:49:10.000,-1134.182662,758.157635,1155.265639
25 Jul 2022 18:49:20.000,-1139.303870,743.161927,1159.952680
25 Jul 2022 18:49:30.000,-1144.328151,728.102727,1164.540166
25 Jul 2022 18:49:40.000,-1149.255079,712.981320,1169.027702
25 Jul 2022 18:49:50.000,-1154.084233,697.799000,1173.414901
25 Jul 2022 18:50:00.000,-1158.815199,682.557064,1177.701388
25 Jul 2022 18:50:10.000,-1163.447573,667.256815,1181.886796
25 Jul 2022 18:50:20.000,-1167.980960,651.899560,1185.970767
25 Jul 2022 18:50:30.000,-1172.414971,636.486612,1189.952952
25 Jul 2022 18:50:40.000,-1176.749228,621.019286,1193.833013
25 Jul 2022 18:50:50.000,-1180.983360,605.498904,1197.610618
25 Jul 2022 18:51:00.000,-1185.117006,589.926790,1201.285445
25 Jul 2022 18:51:10.000,-1189.149813,574.304273,1204.857179
25 Jul 2022 18:51:20.000,-1193.081436,558.632686,1208.325514
25 Jul 2022 18:51:30.000,-1196.911539,542.913364,1211.690152
25 Jul 2022 18:51:40.000,-1200.639795,527.147648,1214.950803
25 Jul 2022 18:51:50.000,-1204.265886,511.336882,1218.107186
25 Jul 2022 18:52:00.000,-1207.789501,495.482414,1221.159027
25 Jul 2022 18:52:10.000,-1211.210338,479.585595,1224.106063
25 Jul 2022 18:52:20.000,-1214.528103,463.647781,1226.948037
25 Jul 2022 18:52:30.000,-1217.742510,447.670331,1229.684703
25 Jul 2022 18:52:40.000,-1220.853283,431.654607,1232.315825
25 Jul 2022 18:52:50.000,-1223.860153,415.601976,1234.841174
25 Jul 2022 18:53:00.000,-1226.762859,399.513805,1237.260530
25 Jul 2022 18:53:10.000,-1229.561150,383.391469,1239.573685
25 Jul 2022 18:53:20.000,-1232.254782,367.236343,1241.780436
25 Jul 2022 18:53:30.000,-1234.843521,351.049807,1243.880593
25 Jul 2022 18:53:40.000,-1237.327141,334.833244,1245.873970
25 Jul 2022 18:53:50.000,-1239.705426,318.588041,1247.760395
25 Jul 2022 18:54:00.000,-1241.978169,302.315588,1249.539701
25 Jul 2022 18:54:10.000,-1244.145173,286.017277,1251.211731
25 Jul 2022 18:54:20.000,-1246.206250,269.694505,1252.776339
25 Jul 2022 18:54:30.000,-1248.161223,253.348671,1254.233387
25 Jul 2022 18:54:40.000,-1250.009923,236.981175,1255.582747
25 Jul 2022 18:54:50.000,-1251.752193,220.593419,1256.824300
25 Jul 2022 18:55:00.000,-1253.387883,204.186808,1257.957938
25 Jul 2022 18:55:10.000,-1254.916856,187.762744,1258.983562
25 Jul 2022 18:55:20.000,-1256.338981,171.322633,1259.901085
25 Jul 2022 18:55:30.000,-1257.654137,154.867881,1260.710425
25 Jul 2022 18:55:40.000,-1258.862211,138.399891,1261.411514
25 Jul 2022 18:55:50.000,-1259.963100,121.920071,1262.004290
25 Jul 2022 18:56:00.000,-1260.956707,105.429827,1262.488701
25 Jul 2022 18:56:10.000,-1261.842945,88.930566,1262.864705
25 Jul 2022 18:56:20.000,-1262.621736,72.423697,1263.132266
25 Jul 2022 18:56:30.000,-1263.293008,55.910630,1263.291360
25 Jul 2022 18:56:40.000,-1263.856702,39.392779,1263.341971
25 Jul 2022 18:56:50.000,-1264.312765,22.871556,1263.284091
25 Jul 2022 18:57:00.000,-1264.661157,6.348377,1263.117722
25 Jul 2022 18:57:10.000,-1264.901846,-10.175342,1262.842878
25 Jul 2022 18:57:20.000,-1265.034810,-26.698184,1262.459581
25 Jul 2022 18:57:30.000,-1265.060040,-43.218732,1261.967862
25 Jul 2022 18:57:40.000,-1264.977533,-59.735570,1261.367765
25 Jul 2022 18:57:50.000,-1264.787299,-76.247284,1260.659341
25 Jul 2022 18:58:00.000,-1264.489356,-92.752460,1259.842651
25 Jul 2022 18:58:10.000,-1264.083732,-109.249685,1258.917768
25 Jul 2022 18:58:20.000,-1263.570463,-125.737549,1257.884771
25 Jul 2022 18:58:30.000,-1262.949594,-142.214643,1256.743750
25 Jul 2022 18:58:40.000,-1262.221178,-158.679559,1255.494802
25 Jul 2022 18:58:50.000,-1261.385277,-175.130890,1254.138035
25 Jul 2022 18:59:00.000,-1260.441963,-191.567229,1252.673566
25 Jul 2022 18:59:10.000,-1259.391314,-207.987171,1251.101519
25 Jul 2022 18:59:20.000,-1258.233421,-224.389311,1249.422029
25 Jul 2022 18:59:30.000,-1256.968383,-240.772245,1247.635241
25 Jul 2022 18:59:40.000,-1255.596309,-257.134570,1245.741308
25 Jul 2022 18:59:50.000,-1254.117318,-273.474888,1243.740393
25 Jul 2022 19:00:00.000,-1252.531540,-289.791800,1241.632670
25 Jul 2022 19:00:10.000,-1250.839113,-306.083911,1239.418319
25 Jul 2022 19:00:20.000,-1249.040185,-322.349831,1237.097533
25 Jul 2022 19:00:30.000,-1247.134912,-338.588173,1234.670510
25 Jul 2022 19:00:40.000,-1245.123459,-354.797552,1232.137459
25 Jul 2022 19:00:50.000,-1243.005997,-370.976587,1229.498595
25 Jul 2022 19:01:00.000,-1240.782706,-387.123902,1226.754141
25 Jul 2022 19:01:10.000,-1238.453772,-403.238119,1223.904331
25 Jul 2022 19:01:20.000,-1236.019389,-419.317866,1220.949402
25 Jul 2022 19:01:30.000,-1233.479759,-435.361769,1217.889605
25 Jul 2022 19:01:40.000,-1230.835090,-451.368458,1214.725194
25 Jul 2022 19:01:50.000,-1228.085602,-467.336561,1211.456437
25 Jul 2022 19:02:00.000,-1225.231522,-483.264711,1208.083609
25 Jul 2022 19:02:10.000,-1222.273089,-499.151540,1204.606995
25 Jul 2022 19:02:20.000,-1219.210549,-514.995686,1201.026889
25 Jul 2022 19:02:30.000,-1216.044161,-530.795788,1197.343597
25 Jul 2022 19:02:40.000,-1212.774194,-546.550490,1193.557434
25 Jul 2022 19:02:50.000,-1209.400925,-562.258442,1189.668722
25 Jul 2022 19:03:00.000,-1205.924641,-577.918297,1185.677795
25 Jul 2022 19:03:10.000,-1202.345638,-593.528716,1181.584995
25 Jul 2022 19:03:20.000,-1198.664221,-609.088361,1177.390671
25 Jul 2022 19:03:30.000,-1194.880700,-624.595903,1173.095182
25 Jul 2022 19:03:40.000,-1190.995396,-640.050016,1168.698894
25 Jul 2022 19:03:50.000,-1187.008635,-655.449375,1164.202182
25 Jul 2022 19:04:00.000,-1182.920752,-670.792663,1159.605429
25 Jul 2022 19:04:10.000,-1178.732088,-686.078564,1154.909029
25 Jul 2022 19:04:20.000,-1174.442996,-701.305766,1150.113381
25 Jul 2022 19:04:30.000,-1170.053835,-716.472959,1145.218898
25 Jul 2022 19:04:40.000,-1165.564976,-731.578841,1140.226001
25 Jul 2022 19:04:50.000,-1160.976800,-746.622112,1135.135118
25 Jul 2022 19:05:00.000,-1156.289695,-761.601480,1129.946689
25 Jul 2022 19:05:10.000,-1151.504064,-776.515659,1124.661162
25 Jul 2022 19:05:20.000,-1146.620315,-791.363369,1119.278995
25 Jul 2022 19:05:30.000,-1141.638868,-806.143340,1113.800650
25 Jul 2022 19:05:40.000,-1136.560152,-820.854308,1108.226602
25 Jul 2022 19:05:50.000,-1131.384602,-835.495015,1102.557328
25 Jul 2022 19:06:00.000,-1126.112662,-850.064212,1096.793314
25 Jul 2022 19:06:10.000,-1120.744784,-864.560656,1090.935054
25 Jul 2022 19:06:20.000,-1115.281426,-878.983107,1084.983048
25 Jul 2022 19:06:30.000,-1109.723053,-893.330335,1078.937805
25 Jul 2022 19:06:40.000,-1104.070138,-907.601110,1072.799839
25 Jul 2022 19:06:50.000,-1098.323161,-921.794210,1066.569677
25 Jul 2022 19:07:00.000,-1092.482612,-935.908419,1060.247851
25 Jul 2022 19:07:10.000,-1086.548987,-949.942525,1053.834906
25 Jul 2022 19:07:20.000,-1080.522790,-963.895324,1047.331395
25 Jul 2022 19:07:30.000,-1074.404536,-977.765619,1040.737878
25 Jul 2022 19:07:40.000,-1068.194745,-991.552222,1034.054927
25 Jul 2022 19:07:50.000,-1061.893946,-1005.253953,1027.283121
25 Jul 2022 19:08:00.000,-1055.502676,-1018.869642,1020.423047
25 Jul 2022 19:08:10.000,-1049.021479,-1032.398125,1013.475298
25 Jul 2022 19:08:20.000,-1042.450903,-1045.838251,1006.440474
25 Jul 2022 19:08:30.000,-1035.791506,-1059.188873,999.319182
25 Jul 2022 19:08:40.000,-1029.043850,-1072.448854,992.112032
25 Jul 2022 19:08:50.000,-1022.208504,-1085.617062,984.819644
25 Jul 2022 19:09:00.000,-1015.286044,-1098.692372,977.442641
25 Jul 2022 19:09:10.000,-1008.277053,-1111.673664,969.981654
25 Jul 2022 19:09:20.000,-1001.182123,-1124.559824,962.437320
25 Jul 2022 19:09:30.000,-994.001853,-1137.349746,954.810284
25 Jul 2022 19:09:40.000,-986.736852,-1150.042328,947.101201
25 Jul 2022 19:09:50.000,-979.387738,-1162.636478,939.310732
25 Jul 2022 19:10:00.000,-971.955138,-1175.131112,931.439546
25 Jul 2022 19:10:10.000,-964.439689,-1187.525155,923.488321
25 Jul 2022 19:10:20.000,-956.842033,-1199.817542,915.457742
25 Jul 2022 19:10:30.000,-949.162823,-1212.007220,907.348502
25 Jul 2022 19:10:40.000,-941.402716,-1224.093146,899.161299
25 Jul 2022 19:10:50.000,-933.562378,-1236.074287,890.896839
25 Jul 2022 19:11:00.000,-925.642479,-1247.949620,882.555831
25 Jul 2022 19:11:10.000,-917.643693,-1259.718131,874.138992
25 Jul 2022 19:11:20.000,-909.566702,-1271.378816,865.647043
25 Jul 2022 19:11:30.000,-901.412192,-1282.930678,857.080713
25 Jul 2022 19:11:40.000,-893.180854,-1294.372728,848.440733
25 Jul 2022 19:11:50.000,-884.873389,-1305.703985,839.727846
25 Jul 2022 19:12:00.000,-876.490501,-1316.923476,830.942797
25 Jul 2022 19:12:10.000,-868.032905,-1328.030236,822.086341
25 Jul 2022 19:12:20.000,-859.501321,-1339.023311,813.159240
25 Jul 2022 19:12:30.000,-850.896479,-1349.901757,804.162263
25 Jul 2022 19:12:40.000,-842.219115,-1360.664640,795.096185
25 Jul 2022 19:12:50.000,-833.469974,-1371.311041,785.961789
25 Jul 2022 19:13:00.000,-824.649804,-1381.840049,776.759863
25 Jul 2022 19:13:10.000,-815.759362,-1392.250770,767.491200
25 Jul 2022 19:13:20.000,-806.799408,-1402.542318,758.156599
25 Jul 2022 19:13:30.000,-797.770706,-1412.713821,748.756860
25 Jul 2022 19:13:40.000,-788.674022,-1422.764416,739.292791
25 Jul 2022 19:13:50.000,-779.510129,-1432.693250,729.765202
25 Jul 2022 19:14:00.000,-770.279799,-1442.499478,720.174908
25 Jul 2022 19:14:10.000,-760.983811,-1452.182264,710.522728
25 Jul 2022 19:14:20.000,-751.622948,-1461.740779,700.809487
25 Jul 2022 19:14:30.000,-742.197997,-1471.174202,691.036016
25 Jul 2022 19:14:40.000,-732.709753,-1480.481720,681.203152
25 Jul 2022 19:14:50.000,-723.159015,-1489.662530,671.311737
25 Jul 2022 19:15:00.000,-713.546592,-1498.715836,661.362621
25 Jul 2022 19:15:10.000,-703.873299,-1507.640857,651.356659
25 Jul 2022 19:15:20.000,-694.139960,-1516.436820,641.294713
25 Jul 2022 19:15:30.000,-684.347403,-1525.102967,631.177649
25 Jul 2022 19:15:40.000,-674.496467,-1533.638551,621.006338
25 Jul 2022 19:15:50.000,-664.587993,-1542.042840,610.781656
25 Jul 2022 19:16:00.000,-654.622830,-1550.315116,600.504482
25 Jul 2022 19:16:10.000,-644.601830,-1558.454670,590.175698
25 Jul 2022 19:16:20.000,-634.525850,-1566.460810,579.796192
25 Jul 2022 19:16:30.000,-624.395749,-1574.332852,569.366852
25 Jul 2022 19:16:40.000,-614.212392,-1582.070125,558.888572
25 Jul 2022 19:16:50.000,-603.976645,-1589.671970,548.362248
25 Jul 2022 19:17:00.000,-593.689377,-1597.137735,537.788784
25 Jul 2022 19:17:10.000,-583.351463,-1604.466783,527.169085
25 Jul 2022 19:17:20.000,-572.963778,-1611.658483,516.504062
25 Jul 2022 19:17:30.000,-562.527206,-1618.712219,505.794630
25 Jul 2022 19:17:40.000,-552.042630,-1625.627383,495.041712
25 Jul 2022 19:17:50.000,-541.510941,-1632.403380,484.246230
25 Jul 2022 19:18:00.000,-530.933034,-1639.039626,473.409113
25 Jul 2022 19:18:10.000,-520.309807,-1645.535551,462.531294
25 Jul 2022 19:18:20.000,-509.642164,-1651.890593,451.613706
25 Jul 2022 19:18:30.000,-498.931015,-1658.104206,440.657288
25 Jul 2022 19:18:40.000,-488.177273,-1664.175854,429.662979
25 Jul 2022 19:18:50.000,-477.381855,-1670.105013,418.631724
25 Jul 2022 19:19:00.000,-466.545686,-1675.891171,407.564466
25 Jul 2022 19:19:10.000,-455.669692,-1681.533830,396.462156
25 Jul 2022 19:19:20.000,-444.754806,-1687.032503,385.325745
25 Jul 2022 19:19:30.000,-433.801962,-1692.386714,374.156189
25 Jul 2022 19:19:40.000,-422.812102,-1697.596004,362.954448
25 Jul 2022 19:19:50.000,-411.786167,-1702.659925,351.721485
25 Jul 2022 19:20:00.000,-400.725102,-1707.578042,340.458269
25 Jul 2022 19:20:10.000,-389.629855,-1712.349937,329.165769
25 Jul 2022 19:20:20.000,-378.501374,-1716.975205,317.844959
25 Jul 2022 19:20:30.000,-367.340609,-1721.453453,306.496818
25 Jul 2022 19:20:40.000,-356.148511,-1725.784303,295.122322
25 Jul 2022 19:20:50.000,-344.926030,-1729.967391,283.722454
25 Jul 2022 19:21:00.000,-333.674118,-1734.002363,272.298193
25 Jul 2022 19:21:10.000,-322.393729,-1737.888879,260.850522
25 Jul 2022 19:21:20.000,-311.085817,-1741.626608,249.380424
25 Jul 2022 19:21:30.000,-299.751339,-1745.215231,237.888882
25 Jul 2022 19:21:40.000,-288.391252,-1748.654441,226.376883
25 Jul 2022 19:21:50.000,-277.006519,-1751.943939,214.845410
25 Jul 2022 19:22:00.000,-265.598104,-1755.083439,203.295452
25 Jul 2022 19:22:10.000,-254.166976,-1758.072665,191.727998
25 Jul 2022 19:22:20.000,-242.714105,-1760.911352,180.144039
25 Jul 2022 19:22:30.000,-231.240466,-1763.599249,168.544568
25 Jul 2022 19:22:40.000,-219.747037,-1766.136117,156.930581
25 Jul 2022 19:22:50.000,-208.234796,-1768.521728,145.303077
25 Jul 2022 19:23:00.000,-196.704726,-1770.755869,133.663055
